Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
Global Baseline,1439262,40042340,n/a,68.22,0.9910351742073369,179413,200791,n/a,100,1.22,12.47,11613,n/a,100,27.821439043065126,10.11,2.03,14488,n/a,39.56261175644184,0.0,,102708,29169,n/a,0,1.0,288088,n/a,56210,0.0,7511,20.02,n/a,1093131,54944,539845,71982,634258,228818,1238471,164772,13.95,159696,0.81,49.39,1.01,20.93,7.14,15.07,3.91,14.61,0.52,3.82,17566,145459,5.0,0,86.05
Baseline for All Items,1274857,39756601,n/a,74.65,1.0470274364105152,179413,193549,n/a,n/a,1.28,14.07,11263,n/a,n/a,31.185145471217556,10.87,2.29,14368,100,43.04361655056215,0.0,,97053,29169,100,0,1.1209033947865066,288088,n/a,55613,0.0,7336,22.6,n/a,998396,53680,506189,70865,630962,218094,1081308,148744,15.18,125369,0.88,50.7,1.13,21.84,7.61,14.9,4.36,12.56,0.58,4.21,16366,138601,5.56,0,84.82
USA,463883,18754983,1,71.04,1.366928049314159,81700,77165,0.0,32.23061541262119,1.95,17.61,2986,0.0,46.837879604438704,40.43041672145778,14.24,3.07,7199,36.387061450813704,45.183492544025114,0.0,Country/Region,37558,14247,47.174513233664015,0,1.4532108371128853,101653,n/a,20929,0.0,3435,21.91,n/a,363724,22185,227425,29422,333427,69218,386718,37606,16.63,29475,0.64,62.53,1.55,19.03,8.1,10.34,4.51,8.1,0.74,4.78,9032,66062,6.34,0,83.37
UNITED KINGDOM,115287,4500602,2,73.91,1.2232309367057865,33691,23964,0.0,8.01014686693597,1.66,29.22,604,0.0,11.239607875064245,39.03824368749295,12.99,3.28,1246,9.043131896361709,45.74260971141587,0.0,Country/Region,13098,3782,11.320389285794326,0,1.4031712603746054,16833,n/a,6236,0.0,2102,14.6,n/a,92865,8580,53140,9016,54686,19920,91323,12311,20.79,7494,0.52,57.22,1.08,21.45,11.36,13.26,5.41,8.07,1.82,7.44,1910,14979,7.82,0,79.21
ENGLAND,98610,3913708,3,74.01,1.230796785315891,28917,20656,0.0,6.851428023528724,1.68,29.32,533,0.0,9.773924301127257,39.68875367609776,13.17,3.6,1076,7.7349851787298505,45.973597823750126,0.0,Country/Region,11209,3551,9.844171537702632,0,1.4265528686227582,15381,n/a,5462,0.0,1792,15.6,n/a,79736,7471,45889,7838,48185,17024,77954,10483,20.95,6340,0.54,57.55,1.09,21.35,11.37,13.15,5.54,7.95,1.82,7.58,1653,12988,7.95,0,79.05
GERMANY (FED REP GER),95837,3499332,4,79.53,1.122090402454167,33775,16900,0.0,6.658759836638499,1.41,35.24,670,0.0,8.739079684154323,36.513371662301616,12.16,3.6,1116,7.517470586897197,46.45129157423543,0.0,Country/Region,7804,3453,8.801889276198436,0,1.3124185131395305,13546,n/a,6438,0.0,601,14.13,n/a,79179,4561,40214,7310,55698,17291,78937,11978,17.63,9696,0.7,50.79,1.16,21.84,8.14,15.13,6.72,12.25,0.63,4.76,1353,11655,7.63,0,82.37
JAPAN,102994,2775272,5,79.67,0.8250605977047207,18434,18353,0.0,7.156028575756186,0.83,17.9,984,0.0,6.930843701941495,26.94595801697186,8.3,5.05,1424,8.078866884678046,42.12585551197158,0.0,Country/Region,11509,5202,6.980657124083621,0,0.9685321444107151,29299,n/a,3969,0.0,227,28.45,n/a,84056,3191,40802,4436,57595,19171,84641,14261,17.82,9822,0.96,48.54,1.38,22.81,11.17,16.97,3.85,11.69,0.22,3.1,858,8551,4.31,0,82.18
FRANCE,65799,2445392,6,82.31,1.0887617760148331,24491,13387,0.0,4.571718005477807,1.35,37.22,515,0.0,6.107015723856298,37.16457696925485,11.76,3.43,934,5.161284755858892,47.51820916123346,0.0,Country/Region,6423,2255,6.150908122150583,0,1.335825113565383,13232,n/a,5395,0.0,334,20.11,n/a,54665,3565,27921,5515,33643,11758,52412,6203,20.35,8783,0.78,51.08,1.42,21.51,9.76,11.35,8.2,16.07,0.51,5.42,891,7738,8.38,0,79.65
CANADA,56372,2256913,7,76.97,1.2188859486979353,18359,9676,0.0,3.9167295461146057,1.61,32.57,386,0.0,5.6363164590281185,40.03606400340595,12.96,2.64,833,4.421829271832056,47.12716676541546,0.0,Country/Region,5164,1490,5.6768258433360534,0,1.4390364186925653,8355,n/a,2455,0.0,313,14.82,n/a,45075,2572,25418,3293,27330,9568,46696,6223,17.16,3866,0.68,56.39,1.48,21.23,9.16,13.81,4.35,8.58,0.56,4.56,909,7308,5.84,0,82.84
ITALY,51328,1711265,8,81.01,1.0231814643079802,15914,9519,0.0,3.5662721589258943,1.15,31.0,325,0.0,4.27363885327381,33.3397950436409,10.99,2.28,583,4.026177053583265,47.050495125467585,0.0,Country/Region,4705,1170,4.304354388847276,0,1.1983490498832157,12826,n/a,3728,0.0,244,24.99,n/a,41847,2464,22143,3906,19785,10100,41809,5684,18.55,3920,0.63,52.91,1.14,24.14,9.17,13.58,7.26,9.37,0.48,4.8,592,5642,7.61,0,81.45
