Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
Global Baseline,3266218,33766678,n/a,68.12,0.9711593319245685,666341,1193508,n/a,100,1.14,20.4,538891,n/a,100,10.338158077629846,9.63,2.02,114918,n/a,39.11754549038062,0.54,,238107,65825,n/a,17475,1.0,970194,n/a,404222,0.0,157690,29.7,n/a,2236258,517560,1051284,301592,46820,569872,2072710,345883,36.54,269219,16.5,47.01,3.52,25.48,7.29,15.47,12.38,12.04,4.83,15.85,37396,314404,9.23,0,63.46
Baseline for All Items,3084923,33592574,n/a,71.3,0.9927025439208694,666341,1165486,n/a,n/a,1.16,21.6,533361,n/a,n/a,10.88927470799109,9.95,2.13,113377,100,40.78537998251497,0.56,,222730,65825,100,17421,1.0533089769205382,970194,n/a,397957,0.0,156595,31.45,n/a,2151036,510695,1002849,296018,46481,561258,1919437,338584,37.78,248345,17.29,46.62,3.68,26.09,7.22,15.74,12.9,11.55,5.08,16.55,35860,306947,9.6,0,62.22
USA,812842,10912469,1,68.71,1.333108293001592,262361,324769,80.41,24.886336429472863,1.94,32.28,94287,66.57,32.31727148285064,13.425080150878031,13.54,3.6,35774,26.348858626293104,43.15768841509174,0.95,Country/Region,90512,29274,32.48476582949553,7745,1.2985949769841305,218565,n/a,98562,0.0,73214,26.89,n/a,613921,137703,351113,104196,21074,152340,488073,73111,39.95,37357,11.6,57.19,4.4,24.81,11.14,11.91,12.13,6.08,9.01,16.94,15808,110062,12.82,0,60.05
CHINA MAINLAND,520042,8582532,2,83.73,1.0902988764369033,129967,167246,91.91,15.921839877191296,1.51,24.99,104259,83.06,25.41716422326176,16.503536252841116,12.61,2.21,12457,16.857535828284856,48.70187812772815,1.01,Country/Region,24888,11504,25.548896610304407,5231,1.5963710487801674,190199,n/a,56676,0.0,10403,36.57,n/a,414261,82491,192856,25642,10839,109279,352796,68335,32.16,43791,20.05,46.55,2.4,26.38,4.79,16.5,10.9,10.57,2.0,15.86,7855,65558,4.93,0,67.84
UNITED KINGDOM,242661,3642693,3,71.6,1.4670456801875869,125083,145394,68.2,7.429418367053271,2.22,51.55,33699,50.82,10.787833496679774,15.011448069529097,15.09,4.09,24982,7.866031016009152,46.50907509488546,1.15,Country/Region,22378,9936,10.843744810981141,2791,1.4520428065432196,33729,n/a,58858,0.0,61191,13.9,n/a,178061,63256,103764,64335,4602,44931,97267,19752,59.92,9614,13.89,58.27,10.3,25.23,9.22,11.09,24.26,5.4,25.22,26.07,5375,36625,26.51,0,40.08
ENGLAND,212709,3260363,4,71.68,1.5003219703914739,109845,127487,66.67,6.512394457442829,2.3,51.64,29492,49.42,9.655563392999454,15.327809354564216,15.42,4.34,22399,6.895115372409618,46.77462404129586,1.2,Country/Region,19850,9242,9.705606364073201,2554,1.482644126687441,31157,n/a,53106,0.0,51626,14.65,n/a,156759,56322,91803,55746,4201,39309,85222,17260,59.93,8387,13.86,58.56,10.53,25.08,9.33,11.01,24.97,5.35,24.27,26.48,4888,32809,26.21,0,40.07
GERMANY (FED REP GER),190722,2842329,5,76.17,1.2992882766539782,97775,83031,70.47,5.839230571872422,1.9,51.27,29830,59.25,8.417555911185577,14.902994935036336,13.56,5.49,12001,6.18239093812066,46.93129070951438,1.03,Country/Region,16219,10479,8.461182522065739,1964,1.4415522400730245,32818,n/a,34843,0.0,12511,17.21,n/a,143873,41872,75828,24981,4152,36201,107691,15898,43.54,15946,15.64,52.7,6.29,25.16,8.5,11.05,18.27,11.08,6.56,21.95,3621,25857,13.1,0,56.46
AUSTRALIA,116784,2020073,6,78.33,1.482399048671051,61295,48444,69.04,3.5755114937214847,2.38,52.49,16809,58.29,5.9824451786462385,17.297515070557612,15.7,2.34,4581,3.785637437303946,50.00909790724757,1.35,Country/Region,9685,2734,6.013451068084274,1580,1.6731718494406391,23564,n/a,18176,0.0,10182,20.18,n/a,90675,24620,48558,17369,1938,23169,68340,13201,41.48,5747,14.39,53.55,3.92,25.55,8.29,14.56,15.56,6.34,8.72,21.08,2781,18332,14.87,0,58.52
CANADA,125662,1898091,7,76.07,1.3994910688991102,63794,49229,68.78,3.8473243365874534,2.1,50.77,17844,57.9,5.621195546686589,15.104733332272286,13.99,3.58,5356,4.073424198918417,47.051079874584204,1.1,Country/Region,12829,4502,5.650329147150201,1386,1.4610661994960747,21955,n/a,15981,0.0,7654,17.47,n/a,96322,23270,53191,13200,2333,25190,76433,12059,39.18,5882,14.2,55.22,4.26,26.15,10.21,12.52,12.72,6.11,6.09,18.52,2638,17576,10.5,0,60.82
FRANCE,125263,1897180,8,76.62,1.3095944971779376,71413,62023,64.97,3.835108373047972,1.91,57.01,18522,55.53,5.618497620642457,15.14557371290804,12.79,5.61,6243,4.060490326662935,46.337772485889694,1.06,Country/Region,12147,7033,5.647617238262241,1325,1.4650166498885995,27869,n/a,32294,0.0,7442,22.25,n/a,95237,26433,52177,25111,2421,23152,63240,11546,49.51,8362,14.79,54.79,4.98,24.31,9.7,12.12,25.78,8.78,5.94,21.1,2397,16019,20.05,0,50.49
