Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
Global Baseline,3509932,29148556,n/a,67.71,0.9736334989395806,738246,1362630,n/a,100,1.15,21.03,653388,n/a,100,8.304592795529942,9.63,1.94,139350,n/a,38.876397530351014,0.56,,243766,68018,n/a,19585,1.0,1075376,n/a,385519,0.0,169237,30.64,n/a,2482311,605109,1145140,326126,23288,648741,2147302,405480,38.82,282950,18.62,46.13,3.97,26.13,6.95,16.33,10.98,11.4,4.82,17.24,40329,338112,9.29,0,61.18
Baseline for All Items,3319222,29030752,n/a,70.92,0.9943974974256016,738246,1332980,n/a,n/a,1.17,22.24,647094,n/a,n/a,8.746251983145449,9.96,2.05,137868,100,40.564216729221485,0.59,,226676,68018,100,19554,1.0531825218273478,1075376,n/a,380365,0.0,168315,32.4,n/a,2392773,598082,1094753,321342,23166,638817,1986242,398713,40.16,260490,19.5,45.75,4.15,26.7,6.83,16.66,11.46,10.89,5.07,18.02,38749,330433,9.68,0,59.84
USA,852300,8776928,1,68.43,1.3172481678986272,282655,358970,79.88,24.282521712671358,1.93,33.16,111579,66.68,30.11102162316377,10.297932652821777,13.23,3.49,39084,25.67770399208007,42.71819660166608,0.96,Country/Region,95171,29768,30.23320925341514,8187,1.2400286090324353,231104,n/a,98290,0.0,76406,27.12,n/a,653508,152599,370135,113136,8515,160949,493330,84069,42.12,38355,13.09,56.64,4.59,24.63,11.17,12.86,11.53,5.87,8.96,17.9,16428,112787,13.27,0,57.88
CHINA MAINLAND,614864,8299663,2,84.23,1.1331482007403264,154005,210992,92.88,17.517832254300085,1.65,25.05,142390,84.2,28.47366778649344,13.498371997710063,13.18,2.12,15022,18.52434094495638,49.21144083992558,1.08,Country/Region,23245,13015,28.58921119232461,6669,1.6254104602185602,235423,n/a,55200,0.0,11827,38.29,n/a,514249,103052,238648,30335,7953,140898,403872,87693,34.32,47010,23.16,46.41,2.44,27.4,3.78,17.05,8.98,9.14,1.92,16.76,10119,81031,4.93,0,65.68
UNITED KINGDOM,262139,3037338,3,70.67,1.4588715517340036,138552,159038,67.63,7.468492267086655,2.23,52.85,39482,50.74,10.420200575287502,11.58674596301962,14.91,3.94,27651,7.897603715569492,45.64543077146095,1.21,Country/Region,22197,10339,10.462484747208753,3159,1.3952214453255722,36430,n/a,59392,0.0,66333,13.9,n/a,196014,69840,112127,69708,1906,49439,103101,23797,60.67,10651,15.06,57.2,10.55,25.22,8.47,12.14,22.66,5.43,25.3,26.64,5842,39072,26.59,0,39.33
ENGLAND,230327,2712191,4,70.69,1.486206581946537,121877,139425,66.01,6.562149921992791,2.3,52.91,34623,49.28,9.304718216573061,11.775393245255659,15.18,4.19,24706,6.939186351500442,45.85993871582576,1.25,Country/Region,19738,9659,9.342475868348158,2876,1.4179374636639526,33754,n/a,53796,0.0,55974,14.65,n/a,172897,62171,99282,60358,1692,43425,90902,20923,60.53,9267,15.03,57.42,10.73,25.12,8.57,12.1,23.36,5.36,24.3,26.99,5299,34968,26.21,0,39.47
GERMANY (FED REP GER),203138,2413134,5,74.77,1.3100728086325553,105494,94808,69.93,5.787519530292895,1.92,51.93,35111,59.45,8.278742864655115,11.879284033514162,13.27,5.35,17741,6.120048613801668,45.99576370595359,1.13,Country/Region,15560,10861,8.312337207110584,2301,1.4304475036883622,35455,n/a,35555,0.0,13663,17.45,n/a,156897,49434,81546,26396,1868,40645,108330,18676,46.67,16030,17.28,51.97,8.73,25.91,7.66,11.9,17.5,10.22,6.73,24.34,3905,26956,12.99,0,53.33
AUSTRALIA,127388,1737248,6,78.38,1.5096465860206614,69460,55651,67.69,3.6293580616376615,2.46,54.53,20273,57.97,5.959979629865713,13.637454077307124,15.68,2.34,5596,3.8378873121472443,49.97631601092725,1.48,Country/Region,10168,2985,5.984164654088189,1881,1.642158070007679,25265,n/a,18470,0.0,11277,19.83,n/a,101263,29001,53391,19614,930,26677,71737,14942,43.69,6253,15.91,52.73,4.39,26.34,7.98,14.76,14.5,6.18,8.85,22.77,3131,19980,15.4,0,56.31
CANADA,135351,1629618,7,75.39,1.405673892324401,71055,55333,67.38,3.8562285537155705,2.16,52.5,21072,57.14,5.590733208190485,12.039940598887338,14.04,3.52,6411,4.077792928583867,46.667048841899955,1.27,Country/Region,13037,4759,5.613419865940779,1723,1.4497930115692121,23507,n/a,16125,0.0,8430,17.37,n/a,106148,26738,57874,14813,1066,27823,80018,14172,40.88,6279,15.57,54.52,4.74,26.21,9.63,13.35,11.91,5.92,6.23,19.75,2929,19006,10.94,0,59.12
ITALY,138577,1593945,8,75.32,1.288493871998961,65925,65484,73.67,3.9481391662288616,1.77,47.57,28008,63.27,5.4683497872072975,11.502233415357527,13.47,3.1,6969,4.174984378869507,47.04961051761836,0.98,Country/Region,10113,4294,5.490539824803712,1353,1.3850448418793944,34539,n/a,28074,0.0,7541,24.92,n/a,106166,35633,53566,20394,867,30390,73093,15550,47.25,6660,20.21,50.45,5.03,28.62,7.3,14.65,20.26,6.27,5.44,25.71,2456,18671,14.72,0,52.75
FRANCE,129791,1502633,9,75.33,1.3041255926836222,75520,73861,64.04,3.6978209264452984,1.88,58.19,21122,55.24,5.155085555524603,11.577328166051576,12.69,5.37,7876,3.9102837954195295,45.60813795101355,1.14,Country/Region,16880,6972,5.176004396992541,1481,1.3940873985155813,28644,n/a,35287,0.0,7961,22.07,n/a,101358,35693,53975,27983,1063,27238,55930,11651,56.91,8494,16.27,53.25,6.07,26.87,13.01,11.49,27.19,8.38,6.13,27.5,2439,16476,21.56,0,43.09
INDIA,153149,1308446,10,74.96,0.8363509595230788,34091,43508,89.49,4.363303904463106,0.89,22.26,24396,80.66,4.488887888648755,8.54361438860195,8.16,1.0,2870,4.614002919961364,39.38800366114046,0.49,Country/Region,6731,1530,4.507103364046512,748,1.0287818558907145,41337,n/a,9654,0.0,3457,26.99,n/a,97300,18337,31571,9511,444,27159,109641,21129,28.41,17441,15.93,32.45,1.87,27.91,4.4,21.72,6.3,17.92,2.26,11.97,1362,12502,6.21,0,71.59
SPAIN,120364,1264729,11,70.86,1.1963031172111263,56195,61897,72.9,3.4292402245969438,1.61,46.69,29413,60.54,4.338907903362348,10.507535475723639,11.59,2.98,5734,3.6262714575885555,43.18652032169087,0.97,Country/Region,7574,3583,4.356514774401986,1162,1.2652679950038563,25372,n/a,24732,0.0,10828,21.08,n/a,89870,32364,49535,19176,713,22549,58467,11436,51.42,6350,24.44,55.12,4.76,25.09,6.29,12.73,20.55,7.07,9.0,26.89,1933,13949,15.93,0,48.58
JAPAN,139357,1243082,12,74.55,0.9386250005381861,43127,61875,82.1,3.9703618189754106,1.12,30.95,32525,74.92,4.264643504124184,8.92012600730498,8.19,5.7,6913,4.198483861579612,39.23336970155787,0.73,Country/Region,11268,7950,4.281949017373026,1024,1.0741196139209086,44805,n/a,17440,0.0,4353,32.15,n/a,107791,29102,45686,11169,1093,29375,77482,20817,44.4,11913,23.34,42.38,4.96,27.25,8.09,19.31,12.51,11.05,3.12,20.88,1557,11419,8.01,0,55.6
NETHERLANDS,75679,1108285,13,78.24,1.636038561556046,47015,49126,63.11,2.1561386374436884,2.84,62.12,13443,54.1,3.802195209944534,14.644551328638064,17.61,5.57,15041,2.2800222461769657,51.69681274065461,1.71,Country/Region,7072,4218,3.8176241524849233,1296,1.7634279836719615,11661,n/a,13819,0.0,6873,15.41,n/a,62297,34018,36977,13570,819,15893,26553,6856,64.91,2571,17.76,59.36,19.87,25.51,9.34,11.01,18.26,4.13,9.08,44.95,2148,13324,17.93,0,35.09
SOUTH KOREA,94241,1053980,14,80.02,1.0797479154508123,27970,37204,83.77,2.6849807916506645,1.36,29.68,24977,79.37,3.615890955284372,11.183879627762863,10.54,4.13,3219,2.8392496795935913,44.3166930847508,0.83,Country/Region,4283,3890,3.6305638930744886,781,1.346710176299401,32228,n/a,12046,0.0,2006,34.2,n/a,78328,21637,36592,4725,955,20206,57037,13624,39.48,7906,26.5,46.72,3.42,25.8,4.54,17.39,12.78,10.09,2.13,22.96,1281,9934,5.01,0,60.52
SWITZERLAND,58133,876926,15,77.02,1.6776602738547812,40272,33168,56.12,1.6562429129681144,2.87,69.28,11397,48.37,3.008471500269173,15.08482273407531,17.67,7.86,5630,1.7514043953673482,50.387096549292146,1.68,Country/Region,5200,4567,3.0206795883206885,978,1.8164433952974692,5241,n/a,12083,0.0,9397,9.02,n/a,47259,19273,27289,10941,633,12581,24965,5220,57.06,2169,19.61,57.74,9.68,26.62,8.95,11.05,20.79,4.59,16.16,33.15,1670,10273,18.82,0,42.94
