Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
Global Baseline,1161747,23783283,n/a,62.81,0.9836930326482446,86277,85349,n/a,100,1.39,7.43,2938,n/a,100,20.47199863653618,10.06,1.59,3204,n/a,37.97412287924996,0.0,,45475,18414,n/a,0,1.0,157426,n/a,22385,0.0,1644,13.55,n/a,0,26659,0,33732,428375,0,1076398,0,7.35,0,0.25,0.0,0.28,0.0,3.91,0.0,1.93,0.0,0.14,2.29,16092,116892,2.9,0,92.65
Baseline for All Items,1002008,23616381,n/a,70.42,1.0505527665447782,86277,82794,n/a,n/a,1.37,8.61,2864,n/a,n/a,23.569054338887515,10.98,1.84,3121,100,42.236439254277414,0.0,,43476,18414,100,0,1.1512825277754781,157426,n/a,22065,0.0,1632,15.71,n/a,0,26331,0,33333,423739,0,919214,0,8.26,0,0.29,0.0,0.31,0.0,4.34,0.0,2.2,0.0,0.16,2.63,13770,110067,3.33,0,91.74
USA,417459,12440708,1,67.32,1.3154570975832358,41565,34455,0.0,35.933727395035234,1.9,9.96,1012,0.0,52.30862366646354,29.80102956218455,13.92,2.47,2124,41.662242217627,44.12654225492803,0.0,Country/Region,15395,10298,52.67829986313314,0,1.4556971251941633,73621,n/a,10251,0.0,851,17.64,n/a,0,12234,0,15924,247644,0,383004,0,8.25,0,0.24,0.0,0.51,0.0,3.69,0.0,2.46,0.0,0.2,2.93,7928,58117,3.81,0,91.75
UNITED KINGDOM,97334,2479356,2,69.78,1.1603988421312184,15770,10429,0.0,8.378244144379112,1.56,16.2,117,0.0,10.424784500945474,25.472661146156533,12.15,1.93,138,9.713894499844313,43.75804264183122,0.0,Country/Region,6118,1878,10.498458675781018,0,1.244268407711581,11421,n/a,1631,0.0,272,11.73,n/a,0,5183,0,4056,39493,0,86905,0,10.71,0,0.12,0.0,0.14,0.0,6.29,0.0,1.68,0.0,0.28,5.32,1521,11826,4.17,0,89.29
ENGLAND,82376,2163972,3,69.65,1.1905877512867826,13575,8833,0.0,7.090700470928696,1.61,16.48,101,0.0,9.098710215910899,26.269447411867535,12.47,2.18,122,8.221092047169284,43.94410308585025,0.0,Country/Region,5116,1798,9.163012741029203,0,1.2831891931149655,10285,n/a,1427,0.0,241,12.49,n/a,0,4441,0,3494,35775,0,73543,0,10.72,0,0.12,0.0,0.15,0.0,6.21,0.0,1.73,0.0,0.29,5.39,1329,10272,4.24,0,89.28
GERMANY (FED REP GER),69164,1786594,4,76.47,1.0075454383783473,15703,5584,0.0,5.953447695582601,1.29,22.7,102,0.0,7.511973851549427,25.83127060320398,10.8,2.19,179,6.902539700281834,44.480387662656874,0.0,Country/Region,2407,1512,7.565062572457651,0,1.2617854788786063,7181,n/a,2094,0.0,116,10.38,n/a,0,1681,0,2896,29121,0,63580,0,8.07,0,0.15,0.0,0.26,0.0,3.48,0.0,3.03,0.0,0.17,2.43,889,7469,4.19,0,91.93
JAPAN,74046,1563445,5,79.54,0.8620870458903925,8135,9355,0.0,6.373676884898346,0.99,10.99,641,0.0,6.573713982211792,21.114509899251818,9.14,5.0,208,7.389761359190746,44.383272372579206,0.0,Country/Region,6847,3705,6.620171820568105,0,1.0313848820588016,14259,n/a,1190,0.0,29,19.26,n/a,0,1493,0,1659,34388,0,64691,0,12.63,0,0.87,0.0,0.28,0.0,9.25,0.0,1.61,0.0,0.04,2.02,731,6767,2.24,0,87.37
FRANCE,53577,1369737,6,77.43,1.0282071000615938,12780,5274,0.0,4.611761424819689,1.3,23.85,117,0.0,5.7592427420554175,25.565765160423314,11.0,2.68,107,5.346963297698222,44.8680147432667,0.0,Country/Region,2594,1434,5.799944538496394,0,1.2488162789731891,8745,n/a,2172,0.0,35,16.32,n/a,0,1402,0,2456,22246,0,48303,0,9.84,0,0.22,0.0,0.2,0.0,4.84,0.0,4.05,0.0,0.07,2.62,698,5895,4.58,0,90.16
CANADA,49131,1356740,7,73.33,1.1442684862917507,9916,4194,0.0,4.22906192139941,1.52,20.18,141,0.0,5.704595114139624,27.614744255154587,12.26,1.59,119,4.903254265435007,45.51016220512508,0.0,Country/Region,2560,780,5.74491070414218,0,1.348903189445842,5400,n/a,1164,0.0,47,10.99,n/a,0,1074,0,1374,18798,0,44937,0,8.54,0,0.29,0.0,0.24,0.0,5.21,0.0,2.37,0.0,0.1,2.19,749,6022,2.8,0,91.46
ITALY,33361,805069,8,75.61,0.912182239741015,7829,2875,0.0,2.87162351183175,1.22,23.47,75,0.0,3.385020478459597,24.132040406462636,9.75,1.61,58,3.3294145356124902,43.560105845148534,0.0,Country/Region,1380,537,3.4089431399332524,0,1.178782825991128,6116,n/a,1127,0.0,46,18.33,n/a,0,752,0,1362,10907,0,30486,0,8.62,0,0.22,0.0,0.17,0.0,4.14,0.0,3.38,0.0,0.14,2.25,406,3253,4.08,0,91.38
